scenario,policy_type,model,indicator,quarter,impact
Financial Sector Development,structural,search_matching,trade_balance,8,0.6816975732375392
Financial Sector Development,structural,search_matching,trade_balance,9,0.6250358265513755
Financial Sector Development,structural,search_matching,trade_balance,10,0.6938756505854815
Financial Sector Development,structural,search_matching,trade_balance,11,0.6664071182569707
Financial Sector Development,structural,search_matching,trade_balance,12,0.7239305693751708
Financial Sector Development,structural,search_matching,trade_balance,13,0.6136644958040948
Financial Sector Development,structural,search_matching,trade_balance,14,0.4733742983245473
Financial Sector Development,structural,search_matching,trade_balance,15,0.3041208618932776
Financial Sector Development,structural,search_matching,trade_balance,16,0.06840801342328018
Financial Sector Development,structural,search_matching,real_exchange_rate,0,0.0
Financial Sector Development,structural,search_matching,real_exchange_rate,1,0.0
Financial Sector Development,structural,search_matching,real_exchange_rate,2,0.0
Financial Sector Development,structural,search_matching,real_exchange_rate,3,0.0
Financial Sector Development,structural,search_matching,real_exchange_rate,4,0.0
Financial Sector Development,structural,search_matching,real_exchange_rate,5,0.0
Financial Sector Development,structural,search_matching,real_exchange_rate,6,0.0
Financial Sector Development,structural,search_matching,real_exchange_rate,7,0.0
Financial Sector Development,structural,search_matching,real_exchange_rate,8,0.0
Financial Sector Development,structural,search_matching,real_exchange_rate,9,0.0
Financial Sector Development,structural,search_matching,real_exchange_rate,10,0.0
Financial Sector Development,structural,search_matching,real_exchange_rate,11,0.0
Financial Sector Development,structural,search_matching,real_exchange_rate,12,0.0
Financial Sector Development,structural,search_matching,real_exchange_rate,13,0.0
Financial Sector Development,structural,search_matching,real_exchange_rate,14,0.0
Financial Sector Development,structural,search_matching,real_exchange_rate,15,0.0
Financial Sector Development,structural,search_matching,real_exchange_rate,16,0.0
Export Diversification Strategy,trade,soe,gdp_growth,0,0.0
Export Diversification Strategy,trade,soe,gdp_growth,1,0.08717333385347134
Export Diversification Strategy,trade,soe,gdp_growth,2,0.3267346151444571
Export Diversification Strategy,trade,soe,gdp_growth,3,0.8156693384366716
Export Diversification Strategy,trade,soe,gdp_growth,4,1.3202917397996083
Export Diversification Strategy,trade,soe,gdp_growth,5,1.3629060827360546
Export Diversification Strategy,trade,soe,gdp_growth,6,1.713908964055419
Export Diversification Strategy,trade,soe,gdp_growth,7,2.032151849121547
Export Diversification Strategy,trade,soe,gdp_growth,8,1.8896847949663356
Export Diversification Strategy,trade,soe,gdp_growth,9,1.672607245268416
Export Diversification Strategy,trade,soe,gdp_growth,10,1.8502192876493369
Export Diversification Strategy,trade,soe,gdp_growth,11,1.673670194911413
Export Diversification Strategy,trade,soe,gdp_growth,12,1.67326442824842
Export Diversification Strategy,trade,soe,gdp_growth,13,1.7974643786598392
Export Diversification Strategy,trade,soe,gdp_growth,14,1.4192193170625567
Export Diversification Strategy,trade,soe,gdp_growth,15,1.4522769203939627
Export Diversification Strategy,trade,soe,gdp_growth,16,1.6563185386182093
Export Diversification Strategy,trade,soe,gdp_growth,17,1.2262481383813086
Export Diversification Strategy,trade,soe,gdp_growth,18,1.1081504068704704
Export Diversification Strategy,trade,soe,gdp_growth,19,0.5426417747460275
Export Diversification Strategy,trade,soe,gdp_growth,20,0.10314070041565634
Export Diversification Strategy,trade,soe,inflation,0,0.0
Export Diversification Strategy,trade,soe,inflation,1,0.0
Export Diversification Strategy,trade,soe,inflation,2,0.0
Export Diversification Strategy,trade,soe,inflation,3,0.0
Export Diversification Strategy,trade,soe,inflation,4,0.0
Export Diversification Strategy,trade,soe,inflation,5,0.0
Export Diversification Strategy,trade,soe,inflation,6,0.0
Export Diversification Strategy,trade,soe,inflation,7,0.0
Export Diversification Strategy,trade,soe,inflation,8,0.0
Export Diversification Strategy,trade,soe,inflation,9,0.0
Export Diversification Strategy,trade,soe,inflation,10,0.0
Export Diversification Strategy,trade,soe,inflation,11,0.0
Export Diversification Strategy,trade,soe,inflation,12,0.0
Export Diversification Strategy,trade,soe,inflation,13,0.0
Export Diversification Strategy,trade,soe,inflation,14,0.0
Export Diversification Strategy,trade,soe,inflation,15,0.0
Export Diversification Strategy,trade,soe,inflation,16,0.0
Export Diversification Strategy,trade,soe,inflation,17,0.0
Export Diversification Strategy,trade,soe,inflation,18,0.0
Export Diversification Strategy,trade,soe,inflation,19,0.0
Export Diversification Strategy,trade,soe,inflation,20,0.0
Export Diversification Strategy,trade,soe,unemployment,0,0.0
Export Diversification Strategy,trade,soe,unemployment,1,0.0
Export Diversification Strategy,trade,soe,unemployment,2,0.0
Export Diversification Strategy,trade,soe,unemployment,3,0.0
Export Diversification Strategy,trade,soe,unemployment,4,0.0
Export Diversification Strategy,trade,soe,unemployment,5,0.0
Export Diversification Strategy,trade,soe,unemployment,6,0.0
Export Diversification Strategy,trade,soe,unemployment,7,0.0
Export Diversification Strategy,trade,soe,unemployment,8,0.0
Export Diversification Strategy,trade,soe,unemployment,9,0.0
Export Diversification Strategy,trade,soe,unemployment,10,0.0
Export Diversification Strategy,trade,soe,unemployment,11,0.0
Export Diversification Strategy,trade,soe,unemployment,12,0.0
Export Diversification Strategy,trade,soe,unemployment,13,0.0
Export Diversification Strategy,trade,soe,unemployment,14,0.0
Export Diversification Strategy,trade,soe,unemployment,15,0.0
Export Diversification Strategy,trade,soe,unemployment,16,0.0
Export Diversification Strategy,trade,soe,unemployment,17,0.0
Export Diversification Strategy,trade,soe,unemployment,18,0.0
Export Diversification Strategy,trade,soe,unemployment,19,0.0
Export Diversification Strategy,trade,soe,unemployment,20,0.0
Export Diversification Strategy,trade,soe,current_account,0,0.0
Export Diversification Strategy,trade,soe,current_account,1,0.0
Export Diversification Strategy,trade,soe,current_account,2,0.0
Export Diversification Strategy,trade,soe,current_account,3,0.0
Export Diversification Strategy,trade,soe,current_account,4,0.0
Export Diversification Strategy,trade,soe,current_account,5,0.0
Export Diversification Strategy,trade,soe,current_account,6,0.0
Export Diversification Strategy,trade,soe,current_account,7,0.0
Export Diversification Strategy,trade,soe,current_account,8,0.0
Export Diversification Strategy,trade,soe,current_account,9,0.0
Export Diversification Strategy,trade,soe,current_account,10,0.0
Export Diversification Strategy,trade,soe,current_account,11,0.0
Export Diversification Strategy,trade,soe,current_account,12,0.0
Export Diversification Strategy,trade,soe,current_account,13,0.0
Export Diversification Strategy,trade,soe,current_account,14,0.0
Export Diversification Strategy,trade,soe,current_account,15,0.0
Export Diversification Strategy,trade,soe,current_account,16,0.0
Export Diversification Strategy,trade,soe,current_account,17,0.0
Export Diversification Strategy,trade,soe,current_account,18,0.0
Export Diversification Strategy,trade,soe,current_account,19,0.0
Export Diversification Strategy,trade,soe,current_account,20,0.0
Export Diversification Strategy,trade,soe,government_debt,0,0.0
Export Diversification Strategy,trade,soe,government_debt,1,0.0
Export Diversification Strategy,trade,soe,government_debt,2,0.0
Export Diversification Strategy,trade,soe,government_debt,3,0.0
Export Diversification Strategy,trade,soe,government_debt,4,0.0
Export Diversification Strategy,trade,soe,government_debt,5,0.0
Export Diversification Strategy,trade,soe,government_debt,6,0.0
Export Diversification Strategy,trade,soe,government_debt,7,0.0
Export Diversification Strategy,trade,soe,government_debt,8,0.0
Export Diversification Strategy,trade,soe,government_debt,9,0.0
Export Diversification Strategy,trade,soe,government_debt,10,0.0
Export Diversification Strategy,trade,soe,government_debt,11,0.0
Export Diversification Strategy,trade,soe,government_debt,12,0.0
Export Diversification Strategy,trade,soe,government_debt,13,0.0
Export Diversification Strategy,trade,soe,government_debt,14,0.0
Export Diversification Strategy,trade,soe,government_debt,15,0.0
Export Diversification Strategy,trade,soe,government_debt,16,0.0
Export Diversification Strategy,trade,soe,government_debt,17,0.0
Export Diversification Strategy,trade,soe,government_debt,18,0.0
Export Diversification Strategy,trade,soe,government_debt,19,0.0
Export Diversification Strategy,trade,soe,government_debt,20,0.0
Export Diversification Strategy,trade,soe,trade_balance,0,0.0
Export Diversification Strategy,trade,soe,trade_balance,1,-0.3439350903182507
Export Diversification Strategy,trade,soe,trade_balance,2,0.3837831865680178
Export Diversification Strategy,trade,soe,trade_balance,3,0.888720372483995
Export Diversification Strategy,trade,soe,trade_balance,4,1.2630466235791467
Export Diversification Strategy,trade,soe,trade_balance,5,1.90480757206516
Export Diversification Strategy,trade,soe,trade_balance,6,2.528184358205933
Export Diversification Strategy,trade,soe,trade_balance,7,2.888343173994159
Export Diversification Strategy,trade,soe,trade_balance,8,2.472422408518137
Export Diversification Strategy,trade,soe,trade_balance,9,2.4925847449456318
Export Diversification Strategy,trade,soe,trade_balance,10,2.4119096424688213
Export Diversification Strategy,trade,soe,trade_balance,11,1.963738594682333
Export Diversification Strategy,trade,soe,trade_balance,12,2.4235571282658404
Export Diversification Strategy,trade,soe,trade_balance,13,2.4446359410156697
Export Diversification Strategy,trade,soe,trade_balance,14,3.0285678333339248
Export Diversification Strategy,trade,soe,trade_balance,15,2.3832562855581876
Export Diversification Strategy,trade,soe,trade_balance,16,2.503276004187068
Export Diversification Strategy,trade,soe,trade_balance,17,1.935565039961626
Export Diversification Strategy,trade,soe,trade_balance,18,1.1740112368584537
Export Diversification Strategy,trade,soe,trade_balance,19,1.24970594392715
Export Diversification Strategy,trade,soe,trade_balance,20,0.6687197269428862
Export Diversification Strategy,trade,soe,real_exchange_rate,0,0.0
Export Diversification Strategy,trade,soe,real_exchange_rate,1,0.05339465642540567
Export Diversification Strategy,trade,soe,real_exchange_rate,2,-0.1963836531986449
Export Diversification Strategy,trade,soe,real_exchange_rate,3,-0.17531138401181331
Export Diversification Strategy,trade,soe,real_exchange_rate,4,-0.499624946738479
Export Diversification Strategy,trade,soe,real_exchange_rate,5,-0.5003871461684818
Export Diversification Strategy,trade,soe,real_exchange_rate,6,-0.5271442452578265
Export Diversification Strategy,trade,soe,real_exchange_rate,7,-0.7418612019463215
Export Diversification Strategy,trade,soe,real_exchange_rate,8,-0.7132250967481871
Export Diversification Strategy,trade,soe,real_exchange_rate,9,-0.6682735328565843
Export Diversification Strategy,trade,soe,real_exchange_rate,10,-0.7089846066528435
Export Diversification Strategy,trade,soe,real_exchange_rate,11,-0.779669781596964
Export Diversification Strategy,trade,soe,real_exchange_rate,12,-0.6703719992005932
Export Diversification Strategy,trade,soe,real_exchange_rate,13,-0.7467055006765121
Export Diversification Strategy,trade,soe,real_exchange_rate,14,-0.6430325109321253
Export Diversification Strategy,trade,soe,real_exchange_rate,15,-0.7370611358107818
Export Diversification Strategy,trade,soe,real_exchange_rate,16,-0.5703794276613161
Export Diversification Strategy,trade,soe,real_exchange_rate,17,-0.592869597232696
Export Diversification Strategy,trade,soe,real_exchange_rate,18,-0.42673915234388315
Export Diversification Strategy,trade,soe,real_exchange_rate,19,-0.2150875878275473
Export Diversification Strategy,trade,soe,real_exchange_rate,20,-0.21808334135929197
Export Diversification Strategy,trade,cge,gdp_growth,0,0.0
Export Diversification Strategy,trade,cge,gdp_growth,1,0.10058461598477463
Export Diversification Strategy,trade,cge,gdp_growth,2,0.37700147901283515
Export Diversification Strategy,trade,cge,gdp_growth,3,0.9411569289653903
Export Diversification Strategy,trade,cge,gdp_growth,4,1.523413545922625
Export Diversification Strategy,trade,cge,gdp_growth,5,1.5725839416185246
Export Diversification Strategy,trade,cge,gdp_growth,6,1.977587266217791
Export Diversification Strategy,trade,cge,gdp_growth,7,2.3447905951402466
Export Diversification Strategy,trade,cge,gdp_growth,8,2.180405532653464
Export Diversification Strategy,trade,cge,gdp_growth,9,1.9299314368481721
Export Diversification Strategy,trade,cge,gdp_growth,10,2.134868408826158
Export Diversification Strategy,trade,cge,gdp_growth,11,1.9311579172054762
Export Diversification Strategy,trade,cge,gdp_growth,12,1.930689724902023
Export Diversification Strategy,trade,cge,gdp_growth,13,2.0739973599921218
Export Diversification Strategy,trade,cge,gdp_growth,14,1.637560750456796
Export Diversification Strategy,trade,cge,gdp_growth,15,1.6757041389161107
Export Diversification Strategy,trade,cge,gdp_growth,16,1.911136775328703
Export Diversification Strategy,trade,cge,gdp_growth,17,1.4149016981322793
Export Diversification Strategy,trade,cge,gdp_growth,18,1.2786350848505428
Export Diversification Strategy,trade,cge,gdp_growth,19,0.6261251247069548
Export Diversification Strategy,trade,cge,gdp_growth,20,0.11900850047960349
Export Diversification Strategy,trade,cge,inflation,0,0.0
Export Diversification Strategy,trade,cge,inflation,1,0.0
Export Diversification Strategy,trade,cge,inflation,2,0.0
Export Diversification Strategy,trade,cge,inflation,3,0.0
Export Diversification Strategy,trade,cge,inflation,4,0.0
Export Diversification Strategy,trade,cge,inflation,5,0.0
Export Diversification Strategy,trade,cge,inflation,6,0.0
Export Diversification Strategy,trade,cge,inflation,7,0.0
Export Diversification Strategy,trade,cge,inflation,8,0.0
Export Diversification Strategy,trade,cge,inflation,9,0.0
Export Diversification Strategy,trade,cge,inflation,10,0.0
Export Diversification Strategy,trade,cge,inflation,11,0.0
Export Diversification Strategy,trade,cge,inflation,12,0.0
Export Diversification Strategy,trade,cge,inflation,13,0.0
Export Diversification Strategy,trade,cge,inflation,14,0.0
Export Diversification Strategy,trade,cge,inflation,15,0.0
Export Diversification Strategy,trade,cge,inflation,16,0.0
Export Diversification Strategy,trade,cge,inflation,17,0.0
Export Diversification Strategy,trade,cge,inflation,18,0.0
Export Diversification Strategy,trade,cge,inflation,19,0.0
Export Diversification Strategy,trade,cge,inflation,20,0.0
Export Diversification Strategy,trade,cge,unemployment,0,0.0
Export Diversification Strategy,trade,cge,unemployment,1,0.0
Export Diversification Strategy,trade,cge,unemployment,2,0.0
Export Diversification Strategy,trade,cge,unemployment,3,0.0
Export Diversification Strategy,trade,cge,unemployment,4,0.0
Export Diversification Strategy,trade,cge,unemployment,5,0.0
Export Diversification Strategy,trade,cge,unemployment,6,0.0
Export Diversification Strategy,trade,cge,unemployment,7,0.0
Export Diversification Strategy,trade,cge,unemployment,8,0.0
Export Diversification Strategy,trade,cge,unemployment,9,0.0
Export Diversification Strategy,trade,cge,unemployment,10,0.0
Export Diversification Strategy,trade,cge,unemployment,11,0.0
Export Diversification Strategy,trade,cge,unemployment,12,0.0
Export Diversification Strategy,trade,cge,unemployment,13,0.0
Export Diversification Strategy,trade,cge,unemployment,14,0.0
Export Diversification Strategy,trade,cge,unemployment,15,0.0
Export Diversification Strategy,trade,cge,unemployment,16,0.0
Export Diversification Strategy,trade,cge,unemployment,17,0.0
Export Diversification Strategy,trade,cge,unemployment,18,0.0
Export Diversification Strategy,trade,cge,unemployment,19,0.0
Export Diversification Strategy,trade,cge,unemployment,20,0.0
Export Diversification Strategy,trade,cge,current_account,0,0.0
Export Diversification Strategy,trade,cge,current_account,1,0.0
Export Diversification Strategy,trade,cge,current_account,2,0.0
Export Diversification Strategy,trade,cge,current_account,3,0.0
Export Diversification Strategy,trade,cge,current_account,4,0.0
Export Diversification Strategy,trade,cge,current_account,5,0.0
Export Diversification Strategy,trade,cge,current_account,6,0.0
Export Diversification Strategy,trade,cge,current_account,7,0.0
Export Diversification Strategy,trade,cge,current_account,8,0.0
Export Diversification Strategy,trade,cge,current_account,9,0.0
Export Diversification Strategy,trade,cge,current_account,10,0.0
Export Diversification Strategy,trade,cge,current_account,11,0.0
Export Diversification Strategy,trade,cge,current_account,12,0.0
Export Diversification Strategy,trade,cge,current_account,13,0.0
Export Diversification Strategy,trade,cge,current_account,14,0.0
Export Diversification Strategy,trade,cge,current_account,15,0.0
Export Diversification Strategy,trade,cge,current_account,16,0.0
Export Diversification Strategy,trade,cge,current_account,17,0.0
Export Diversification Strategy,trade,cge,current_account,18,0.0
Export Diversification Strategy,trade,cge,current_account,19,0.0
Export Diversification Strategy,trade,cge,current_account,20,0.0
Export Diversification Strategy,trade,cge,government_debt,0,0.0
Export Diversification Strategy,trade,cge,government_debt,1,0.0
Export Diversification Strategy,trade,cge,government_debt,2,0.0
Export Diversification Strategy,trade,cge,government_debt,3,0.0
Export Diversification Strategy,trade,cge,government_debt,4,0.0
Export Diversification Strategy,trade,cge,government_debt,5,0.0
Export Diversification Strategy,trade,cge,government_debt,6,0.0
Export Diversification Strategy,trade,cge,government_debt,7,0.0
Export Diversification Strategy,trade,cge,government_debt,8,0.0
Export Diversification Strategy,trade,cge,government_debt,9,0.0
Export Diversification Strategy,trade,cge,government_debt,10,0.0
Export Diversification Strategy,trade,cge,government_debt,11,0.0
Export Diversification Strategy,trade,cge,government_debt,12,0.0
Export Diversification Strategy,trade,cge,government_debt,13,0.0
Export Diversification Strategy,trade,cge,government_debt,14,0.0
Export Diversification Strategy,trade,cge,government_debt,15,0.0
Export Diversification Strategy,trade,cge,government_debt,16,0.0
Export Diversification Strategy,trade,cge,government_debt,17,0.0
Export Diversification Strategy,trade,cge,government_debt,18,0.0
Export Diversification Strategy,trade,cge,government_debt,19,0.0
Export Diversification Strategy,trade,cge,government_debt,20,0.0
Export Diversification Strategy,trade,cge,trade_balance,0,0.0
Export Diversification Strategy,trade,cge,trade_balance,1,-0.38215010035361185
Export Diversification Strategy,trade,cge,trade_balance,2,0.4264257628533531
Export Diversification Strategy,trade,cge,trade_balance,3,0.9874670805377723
Export Diversification Strategy,trade,cge,trade_balance,4,1.403385137310163
Export Diversification Strategy,trade,cge,trade_balance,5,2.116452857850178
Export Diversification Strategy,trade,cge,trade_balance,6,2.8090937313399253
Export Diversification Strategy,trade,cge,trade_balance,7,3.2092701933268435
Export Diversification Strategy,trade,cge,trade_balance,8,2.747136009464597
Export Diversification Strategy,trade,cge,trade_balance,9,2.7695386054951467
Export Diversification Strategy,trade,cge,trade_balance,10,2.679899602743135
Export Diversification Strategy,trade,cge,trade_balance,11,2.181931771869259
Export Diversification Strategy,trade,cge,trade_balance,12,2.6928412536287114
Export Diversification Strategy,trade,cge,trade_balance,13,2.7162621566840772
Export Diversification Strategy,trade,cge,trade_balance,14,3.365075370371027
Export Diversification Strategy,trade,cge,trade_balance,15,2.6480625395090973
Export Diversification Strategy,trade,cge,trade_balance,16,2.7814177824300756
Export Diversification Strategy,trade,cge,trade_balance,17,2.1506278221795845
Export Diversification Strategy,trade,cge,trade_balance,18,1.3044569298427264
Export Diversification Strategy,trade,cge,trade_balance,19,1.3885621599190556
Export Diversification Strategy,trade,cge,trade_balance,20,0.743021918825429
Export Diversification Strategy,trade,cge,real_exchange_rate,0,0.0
Export Diversification Strategy,trade,cge,real_exchange_rate,1,0.07475251899556795
Export Diversification Strategy,trade,cge,real_exchange_rate,2,-0.2749371144781029
Export Diversification Strategy,trade,cge,real_exchange_rate,3,-0.24543593761653867
Export Diversification Strategy,trade,cge,real_exchange_rate,4,-0.6994749254338706
Export Diversification Strategy,trade,cge,real_exchange_rate,5,-0.7005420046358746
Export Diversification Strategy,trade,cge,real_exchange_rate,6,-0.738001943360957
Export Diversification Strategy,trade,cge,real_exchange_rate,7,-1.0386056827248502
Export Diversification Strategy,trade,cge,real_exchange_rate,8,-0.9985151354474621
Export Diversification Strategy,trade,cge,real_exchange_rate,9,-0.935582945999218
Export Diversification Strategy,trade,cge,real_exchange_rate,10,-0.9925784493139809
Export Diversification Strategy,trade,cge,real_exchange_rate,11,-1.0915376942357495
Export Diversification Strategy,trade,cge,real_exchange_rate,12,-0.9385207988808305
Export Diversification Strategy,trade,cge,real_exchange_rate,13,-1.045387700947117
Export Diversification Strategy,trade,cge,real_exchange_rate,14,-0.9002455153049754
Export Diversification Strategy,trade,cge,real_exchange_rate,15,-1.0318855901350945
Export Diversification Strategy,trade,cge,real_exchange_rate,16,-0.7985311987258426
Export Diversification Strategy,trade,cge,real_exchange_rate,17,-0.8300174361257745
Export Diversification Strategy,trade,cge,real_exchange_rate,18,-0.5974348132814364
Export Diversification Strategy,trade,cge,real_exchange_rate,19,-0.3011226229585663
Export Diversification Strategy,trade,cge,real_exchange_rate,20,-0.3053166779030088
Export Diversification Strategy,trade,neg,gdp_growth,0,0.0
Export Diversification Strategy,trade,neg,gdp_growth,1,0.0804676927878197
Export Diversification Strategy,trade,neg,gdp_growth,2,0.30160118321026813
Export Diversification Strategy,trade,neg,gdp_growth,3,0.7529255431723123
Export Diversification Strategy,trade,neg,gdp_growth,4,1.2187308367381
Export Diversification Strategy,trade,neg,gdp_growth,5,1.2580671532948198
Export Diversification Strategy,trade,neg,gdp_growth,6,1.5820698129742328
Export Diversification Strategy,trade,neg,gdp_growth,7,1.8758324761121976
Export Diversification Strategy,trade,neg,gdp_growth,8,1.7443244261227713
Export Diversification Strategy,trade,neg,gdp_growth,9,1.543945149478538
Export Diversification Strategy,trade,neg,gdp_growth,10,1.7078947270609264
Export Diversification Strategy,trade,neg,gdp_growth,11,1.5449263337643813
Export Diversification Strategy,trade,neg,gdp_growth,12,1.5445517799216184
Export Diversification Strategy,trade,neg,gdp_growth,13,1.6591978879936977
Export Diversification Strategy,trade,neg,gdp_growth,14,1.3100486003654368
Export Diversification Strategy,trade,neg,gdp_growth,15,1.3405633111328887
Export Diversification Strategy,trade,neg,gdp_growth,16,1.5289094202629625
Export Diversification Strategy,trade,neg,gdp_growth,17,1.1319213585058236
Export Diversification Strategy,trade,neg,gdp_growth,18,1.0229080678804343
Export Diversification Strategy,trade,neg,gdp_growth,19,0.5009000997655639
Export Diversification Strategy,trade,neg,gdp_growth,20,0.09520680038368279
Export Diversification Strategy,trade,neg,inflation,0,0.0
Export Diversification Strategy,trade,neg,inflation,1,0.0
Export Diversification Strategy,trade,neg,inflation,2,0.0
Export Diversification Strategy,trade,neg,inflation,3,0.0
Export Diversification Strategy,trade,neg,inflation,4,0.0
Export Diversification Strategy,trade,neg,inflation,5,0.0
Export Diversification Strategy,trade,neg,inflation,6,0.0
Export Diversification Strategy,trade,neg,inflation,7,0.0
Export Diversification Strategy,trade,neg,inflation,8,0.0
Export Diversification Strategy,trade,neg,inflation,9,0.0
Export Diversification Strategy,trade,neg,inflation,10,0.0
Export Diversification Strategy,trade,neg,inflation,11,0.0
Export Diversification Strategy,trade,neg,inflation,12,0.0
Export Diversification Strategy,trade,neg,inflation,13,0.0
Export Diversification Strategy,trade,neg,inflation,14,0.0
Export Diversification Strategy,trade,neg,inflation,15,0.0
Export Diversification Strategy,trade,neg,inflation,16,0.0
Export Diversification Strategy,trade,neg,inflation,17,0.0
Export Diversification Strategy,trade,neg,inflation,18,0.0
Export Diversification Strategy,trade,neg,inflation,19,0.0
Export Diversification Strategy,trade,neg,inflation,20,0.0
Export Diversification Strategy,trade,neg,unemployment,0,0.0
Export Diversification Strategy,trade,neg,unemployment,1,0.0
Export Diversification Strategy,trade,neg,unemployment,2,0.0
Export Diversification Strategy,trade,neg,unemployment,3,0.0
Export Diversification Strategy,trade,neg,unemployment,4,0.0
Export Diversification Strategy,trade,neg,unemployment,5,0.0
Export Diversification Strategy,trade,neg,unemployment,6,0.0
Export Diversification Strategy,trade,neg,unemployment,7,0.0
Export Diversification Strategy,trade,neg,unemployment,8,0.0
Export Diversification Strategy,trade,neg,unemployment,9,0.0
Export Diversification Strategy,trade,neg,unemployment,10,0.0
Export Diversification Strategy,trade,neg,unemployment,11,0.0
Export Diversification Strategy,trade,neg,unemployment,12,0.0
Export Diversification Strategy,trade,neg,unemployment,13,0.0
Export Diversification Strategy,trade,neg,unemployment,14,0.0
Export Diversification Strategy,trade,neg,unemployment,15,0.0
Export Diversification Strategy,trade,neg,unemployment,16,0.0
Export Diversification Strategy,trade,neg,unemployment,17,0.0
Export Diversification Strategy,trade,neg,unemployment,18,0.0
Export Diversification Strategy,trade,neg,unemployment,19,0.0
Export Diversification Strategy,trade,neg,unemployment,20,0.0
Export Diversification Strategy,trade,neg,current_account,0,0.0
Export Diversification Strategy,trade,neg,current_account,1,0.0
Export Diversification Strategy,trade,neg,current_account,2,0.0
Export Diversification Strategy,trade,neg,current_account,3,0.0
Export Diversification Strategy,trade,neg,current_account,4,0.0
Export Diversification Strategy,trade,neg,current_account,5,0.0
Export Diversification Strategy,trade,neg,current_account,6,0.0
Export Diversification Strategy,trade,neg,current_account,7,0.0
Export Diversification Strategy,trade,neg,current_account,8,0.0
Export Diversification Strategy,trade,neg,current_account,9,0.0
Export Diversification Strategy,trade,neg,current_account,10,0.0
Export Diversification Strategy,trade,neg,current_account,11,0.0
Export Diversification Strategy,trade,neg,current_account,12,0.0
Export Diversification Strategy,trade,neg,current_account,13,0.0
Export Diversification Strategy,trade,neg,current_account,14,0.0
Export Diversification Strategy,trade,neg,current_account,15,0.0
Export Diversification Strategy,trade,neg,current_account,16,0.0
Export Diversification Strategy,trade,neg,current_account,17,0.0
Export Diversification Strategy,trade,neg,current_account,18,0.0
Export Diversification Strategy,trade,neg,current_account,19,0.0
Export Diversification Strategy,trade,neg,current_account,20,0.0
Export Diversification Strategy,trade,neg,government_debt,0,0.0
Export Diversification Strategy,trade,neg,government_debt,1,0.0
Export Diversification Strategy,trade,neg,government_debt,2,0.0
Export Diversification Strategy,trade,neg,government_debt,3,0.0
Export Diversification Strategy,trade,neg,government_debt,4,0.0
Export Diversification Strategy,trade,neg,government_debt,5,0.0
Export Diversification Strategy,trade,neg,government_debt,6,0.0
Export Diversification Strategy,trade,neg,government_debt,7,0.0
Export Diversification Strategy,trade,neg,government_debt,8,0.0
Export Diversification Strategy,trade,neg,government_debt,9,0.0
Export Diversification Strategy,trade,neg,government_debt,10,0.0
Export Diversification Strategy,trade,neg,government_debt,11,0.0
Export Diversification Strategy,trade,neg,government_debt,12,0.0
Export Diversification Strategy,trade,neg,government_debt,13,0.0
Export Diversification Strategy,trade,neg,government_debt,14,0.0
Export Diversification Strategy,trade,neg,government_debt,15,0.0
Export Diversification Strategy,trade,neg,government_debt,16,0.0
Export Diversification Strategy,trade,neg,government_debt,17,0.0
Export Diversification Strategy,trade,neg,government_debt,18,0.0
Export Diversification Strategy,trade,neg,government_debt,19,0.0
Export Diversification Strategy,trade,neg,government_debt,20,0.0
Export Diversification Strategy,trade,neg,trade_balance,0,0.0
Export Diversification Strategy,trade,neg,trade_balance,1,-0.3057200802828895
Export Diversification Strategy,trade,neg,trade_balance,2,0.3411406102826825
Export Diversification Strategy,trade,neg,trade_balance,3,0.7899736644302179
Export Diversification Strategy,trade,neg,trade_balance,4,1.1227081098481304
Export Diversification Strategy,trade,neg,trade_balance,5,1.6931622862801423
Export Diversification Strategy,trade,neg,trade_balance,6,2.2472749850719405
Export Diversification Strategy,trade,neg,trade_balance,7,2.567416154661475
Export Diversification Strategy,trade,neg,trade_balance,8,2.1977088075716775
Export Diversification Strategy,trade,neg,trade_balance,9,2.215630884396117
Export Diversification Strategy,trade,neg,trade_balance,10,2.143919682194508
Export Diversification Strategy,trade,neg,trade_balance,11,1.745545417495407
Export Diversification Strategy,trade,neg,trade_balance,12,2.1542730029029693
Export Diversification Strategy,trade,neg,trade_balance,13,2.173009725347262
Export Diversification Strategy,trade,neg,trade_balance,14,2.692060296296822
Export Diversification Strategy,trade,neg,trade_balance,15,2.118450031607278
Export Diversification Strategy,trade,neg,trade_balance,16,2.2251342259440605
Export Diversification Strategy,trade,neg,trade_balance,17,1.7205022577436677
Export Diversification Strategy,trade,neg,trade_balance,18,1.043565543874181
Export Diversification Strategy,trade,neg,trade_balance,19,1.1108497279352445
Export Diversification Strategy,trade,neg,trade_balance,20,0.5944175350603433
Export Diversification Strategy,trade,neg,real_exchange_rate,0,0.0
Export Diversification Strategy,trade,neg,real_exchange_rate,1,0.04271572514032454
Export Diversification Strategy,trade,neg,real_exchange_rate,2,-0.15710692255891592
Export Diversification Strategy,trade,neg,real_exchange_rate,3,-0.14024910720945066
Export Diversification Strategy,trade,neg,real_exchange_rate,4,-0.3996999573907832
Export Diversification Strategy,trade,neg,real_exchange_rate,5,-0.40030971693478545
Export Diversification Strategy,trade,neg,real_exchange_rate,6,-0.4217153962062612
Export Diversification Strategy,trade,neg,real_exchange_rate,7,-0.5934889615570572
Export Diversification Strategy,trade,neg,real_exchange_rate,8,-0.5705800773985498
